SURVEYID	FORMTYPE	RESPTYPE	AGCYTYPE	AGENCY	CITY	STATE	ZIPCODE	SWNAUTHEMP	SWNFTEMP	SWNPTEMP	CIVFTEMP	CIVPTEMP	TOTFTEMP	TOTPTEMP	FTRESERVESWN	PTRESERVESWN	FTRESERVECIV	PTRESERVECIV	FTGANGOFF	PTGANGOFF	FTDRUGOFF	PTDRUGOFF	FTTERROFF	PTERROFF	FTHUMTRFOFF	PTHUMTRFOFF	NUMRESPOFF	NUMCPO	NUMSRO	NUMPATR	NUMINVST	NUMJAIL	NUMCRTSEC	NUMPROCSERV	OPBUDGET	OPBUDGEST	DRUGFORF	GAMBFORF	OTHRFORF	ASFOREST	MINEDUC	EDREQEXM	BACKGRND	CREDHIS	CRIMHIS	DRIVHIS	INTERVW	PERSTEST	POLYEXAM	PSYCHEVAL	VOICESTRESS	WRITAPTEST	ANPROBSOLV	CULTDIV	CONFMGT	SECLANG	VOLHIS	DRUGTEST	MEDEXAM	PHYSTEST	TOTACAD	TOTFIELD	TOTINSRV	WHITE	BLACK	HISPANIC	ASIAN	NATHAW	AMERIND	MULTRACE	UNKRACE	MALE	FEMALE	TOTGENDER	SWNBILING	CIVBILING	SWNINTERP	CIVINTERP	VOLINTERP	CONINTERP	OTHINTERP	INTERPDESC	EDUCPAY	HAZARDPAY	MERITPAY	SHIFTPAY	SKILLPAY	LANGPAY	TUITIONPAY	MILPAY	COLLBARG	RESPAY	CHIEFMIN	CHIEFMAX	SGTMIN	SGTMAX	ENTRYMIN	ENTRYMAX	OPER911	NUMWIRE	EXACTLOC	GENLOC	CARPAT	MOTOPAT	FOOTPAT	AIRPAT	BOATPAT	HORSEPAT	BIKEPAT	SEGPAT	OTHERPAT	OTHPATDESC	CPTRNNEW	CPTRNINSERV	CPMISSION	CPSARA	CPSARANUM	CPACADEMY	CPPLAN	CPGEO	CPGEONUM	CPPROBSOLV	CPTECHUP	CPPARTNER	CPSURVEY	CPUNIT	CPNONE	ADVGRP	BUSGRP	FAITHORG	LOCGOVT	OTHLOCLEA	NEIGHASC	SENIORGRP	SCHOOLGRP	YOUTHSERV	EMAILMRKT	WEBFEEDBACK	WEBMAPS	WEBSTATS	LISTSERV	REV911NOT	MASSNOTNUM	NONEM311	EREPORTING	ECRIMEREP	OTHRCP	OTHCPDESC	TERRPLAN	INTEROP	TERRPREPDIV	TERRPREPFEAR	TERPREPINFO	TERRPREPMEET	TERRPREPINCR	TERRPREPEXER	OTHTERRPREP	TERRPREPDESC	SWNINTEL	CIVINTEL	SEMIPRIM	SEMIBACK	PRIM10MM	BACK10MM	PRIM9MM	BACK9MM	PRIM45	BACK45	PRIM40	BACK40	PRIM357	BACK357	PRIM380	BACK380	PRIMOTHCAL	BACKOTHCAL	PRIMANYSEMI	BACKANYSEMI	REVOPRIM	REVOBACK	NOBACKUP	ASSLTWEAP	SHOTGUN	CARBINE	RIFLE	OTHSECWP	SECGUNDESC	NOSECGUN	ARMORREQ	NUMDOGS	NUMHORSES	TRADBATON	PR24BATON	COLLBATON	SOFTPROJ	BLACKJACK	RUBBULLET	OTHIMP	OTHIMPDESC	OCPEPPER	OTHCHEM	OTHCHEMDESC	CED	NECKHOLD	OTHNONLETH	OTHACTDESC	DIGPRINTS	DIGFACEREG	DIGMUGSHOT	DIGPHOTO	DIGCOMP	DIGNONE	INFRARED	GOGGLES	IMAGEINT	LPREADER	LASERRANGE	OPTICNONE	ENGDISRUPT	TIREDEFLATE	VEHTRACK	NOVEHSTOP	NUMMRKCARS	NUMOTHMRK	NUMUMKCARS	NUMOTHUNM	NUMPLANES	NUMCOPTERS	NUMBOATS	NUMMOTOR	TAKEHOME	PERSUSE	OUTSIDEJUR	VIDCAM	NUMCARCAM	NUMFIXCAM	NUMMOBCAM	SHOTSENSOR	NUMSENSOR	COMCOMMPROB	COMBOOKING	COMCRIMANL	COMCRIMEMAP	COMINVEST	COMCAD	COMFLEET	COMHOTSPOT	COMINFCOMM	COMINFWRIT	COMINTEL	COMINFOSHAR	COMINTERNET	COMPERSREC	COMRECMAN	COMRESALLO	COMNONE	ALARMFILES	ARRESTFILES	BIOMETFILES	CFSFILES	CMPLNTFILES	PRINTFILES	INCREPFILES	GUNFILES	INTELFILES	PROPFILES	SUMMFILES	TRAFCITFILES	TRAFSTOPFILES	USEFORCEFILES	WARRANTFILES	GANGFILES	PAWNFILES	PROTORDFILES	NONEFILES	USEINFCOM	NUMPERM	NUMDOCK	NUMPORT	MVRECACC	DRIVRECACC	CRIMRECACC	WARRRANTACC	PROTORDACC	INFOSHARACC	ADDRINFOACC	WEBACC	GISMAPACC	OTHERACC	OTHACCDESC	TRANSMIT	TRNSDESC	AFISOWNER	AFISTERM	AFISOTHER	AFISNONE	EARLYWARN	AUTOUNIT	BIASUNIT	BOMBUNIT	CHILDUNIT	CRPREVUNIT	CRIMANUNIT	CYBERUNIT	DVUNIT	DRUGEDUNIT	FINCRMUNIT	DRUGENFUNIT	GANGUNIT	DUIUNIT	INTAFFUNIT	JUVCRMUNIT	METHUNIT	MISCHDUNIT	REPOFFUNIT	RESPLANUNIT	SCHSAFEUNIT	TERRHOMEUNIT	VICTASSTUNIT	DEADFORCPLCY	LESSTHANPLCY	CODECONDPLCY	OFFDEMPLPLCY	MAXHOURSPLCY	OFFDCONDPLCY	MEDIAPLCY	EAPPLCY	MENTILLPLCY	HOMELESSPLCY	DOMDISPPLCY	JUVENILEPLCY	LIMITENGPLCY	INCUSDTHPLCY	RACIALPRPLCY	CITCOMPPLCY	IMMSTATPLCY	NUMUOFSUST	NUMUOFOTH	NUMUOFPEND	NUMUOFTOT	CCRB	CCRBPOWERS	OUTSIDEINV	IMPBUDGET	IMPTRNACD	IMPTRNFLD	IMPTRNINS	IMPCHFMIN	IMPCHFMAX	IMPSGTMIN	IMPSGTMAX	IMPENTRYMIN	IMPENTRYMAX	IMPGENDER	IMPRACE	IMPSWNINTEL	IMPCIVINTEL	IMPCARCAM	IMPSITECAM	IMPMOBLCAM	IMPMARKED	IMPOTHMKD	IMPUNMARKED	IMPOTHUNMKD	IMPMOTOS	IMPBOATS	IMPPLANES	IMPCOPTERS	IMPMOUNTED	IMPDOCKING	IMPNONDOCK	IMPSARA	IMPGEOG	IMPDRUGTASK	IMPGANGTASK	IMPHUMNTASK	IMPTERRTASK	IMPCELL	ORI	CSLLEA04_ID	POPULATION	LPDSAMPGRP	FINALWT_PAGE1	FINALWT_PAGE2ON
2994	S	full	3	PEARLAND POLICE DEPARTMENT	Pearland	TX	77584	130	109	0	36	1	145	1	0	0	0	0	0	0	0	0	0	0	0	0	109	2	10	 	 	 	 	 	10899291	1	37202	0	0	1	3	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	658	640	40	81	6	20	1	0	0	1	0	103	6	109	 	 	 	 	 	 	 	 	1	0	0	0	0	0	1	0	0	0	83279	112425	61136	70873	42879	59335	2	1	0	1	1	1	0	0	0	0	0	0	0	 	1	3	1	1	80	1	0	0	8888	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	0	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	1	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	81	2	26	2	0	0	0	5	1	1	1	0	0	0	0	0	8888	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	15	10	1	1	0	1	1	0	1	1	1	0	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	2	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	TX02010	10043488	73190	1	2.20737	2.21759
2907	S	full	3	DUNCANVILLE POLICE DEPARTMENT	Duncanville	TX	75138	63	55	0	12	16	67	16	0	0	0	0	0	0	0	0	0	0	0	0	33	1	5	 	 	 	 	 	7718039	 	7110	0	10678	 	3	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	860	720	40	48	5	2	0	0	0	0	0	52	3	55	 	 	 	 	 	 	 	 	1	0	0	1	0	0	0	0	0	0	87900	100935	60849	69135	45099	58383	1	1	0	1	1	1	0	0	0	0	0	0	0	 	1	0	1	0	8888	1	0	1	26	0	0	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	1	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	3	12	3	0	0	0	2	0	8	8	1	20	0	0	0	8888	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	20	0	1	1	0	1	1	1	1	1	0	0	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX05709	10043103	35512	2	3.49048	3.53964
2955	S	full	3	LA PORTE POLICE DEPARTMENT	La Porte	TX	77571	74	74	0	31	0	105	0	0	5	0	5	0	0	3	0	0	0	0	0	51	3	5	 	 	 	 	 	8872550	 	0	0	0	 	4	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	835	304	40	67	1	6	0	0	0	0	2	70	4	74	 	 	 	 	 	 	 	 	1	1	0	1	1	0	1	0	0	0	71868	107806	58302	65250	37523	58157	1	1	1	1	1	1	1	0	0	0	1	0	0	 	1	3	1	0	8888	0	0	0	8888	0	0	0	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	1	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	0	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	4	15	4	0	0	0	2	1	1	0	1	35	0	0	0	8888	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	35	1	0	0	1	0	0	0	1	0	0	 	3	 	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	4	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX10113	10043315	34165	1	2.20737	2.21759
2874	S	full	3	ALLEN POLICE DEPARTMENT	Allen	TX	75013	108	96	0	43	0	139	0	0	0	0	0	0	0	4	0	0	0	0	0	65	5	7	 	 	 	 	 	12967756	 	26484	0	0	 	4	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	822	680	20	88	3	4	0	0	1	0	0	87	9	96	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	0	0	136000	136000	57819	76291	46656	61562	1	1	0	1	1	1	0	0	0	0	1	0	0	 	1	3	1	1	65	1	0	1	35	1	0	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	1	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	3	0	0	0	1	1	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	7	20	5	0	0	0	4	0	8	8	1	38	0	0	0	8888	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	23	3	0	1	1	0	1	1	1	1	1	0	0	 	3	 	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	TX04301	10042911	78630	1	2.20737	2.21759
2996	S	full	3	PFLUGERVILLE POLICE DEPARTMENT	Pflugerville	TX	78691	55	55	3	16	0	71	3	0	0	0	0	0	0	0	0	0	0	0	0	31	3	5	 	 	 	 	 	5893121	 	12938	0	0	 	4	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	696	640	50	47	2	6	0	0	0	0	0	52	3	55	 	 	 	 	 	 	 	 	1	0	1	1	1	1	1	0	0	0	75817	128889	56962	96835	38906	62250	1	1	0	1	1	1	1	0	0	0	1	0	0	 	1	3	1	1	31	1	0	1	31	0	0	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	0	3	0	1	1	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	3	4	3	0	0	0	2	1	1	0	1	27	0	0	0	8888	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	10	2	1	1	1	1	1	1	1	1	1	0	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX22709	10043497	32157	2	3.49048	3.53964
3012	S	full	3	SOUTH HOUSTON POLICE DEPARTMENT	Houston	TX	77587	32	32	0	9	0	41	0	5	0	0	0	0	0	0	0	0	0	0	0	32	0	0	 	 	 	 	 	2294135	 	120000	28000	10000	1	4	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	800	400	20	23	4	4	1	0	0	0	0	30	2	32	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	60000	60000	50000	50000	31500	49000	2	1	0	1	1	1	1	0	0	0	1	0	0	 	1	0	0	0	8888	0	0	0	8888	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	0	0	1	1	1	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	1	6	1	0	0	0	1	1	0	1	1	15	0	0	0	8888	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	15	0	1	1	0	1	0	1	0	0	0	0	 	3	 	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	2	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	TX10119	10043630	16348	3	5.14919	5.21224
2895	S	full	3	CONVERSE POLICE DEPARTMENT	Converse	TX	78109	31	31	0	13	1	44	1	0	0	0	0	0	0	1	0	0	0	0	0	21	1	0	 	 	 	 	 	1422303	 	7780	0	0	1	4	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	618	440	20	20	0	10	0	1	0	0	0	25	6	31	 	 	 	 	 	 	 	 	0	0	1	0	0	0	1	1	0	0	66960	999999	44208	49848	28800	33920	1	1	0	1	1	1	0	0	0	0	1	0	0	 	8	0	1	0	8888	1	0	0	8888	0	0	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	1	0	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	2	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	6	0	0	0	0	1	1	0	0	1	13	0	1	0	8888	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	10	2	1	1	0	1	1	0	0	0	0	0	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	4	0	4	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	TX01505	10043047	14323	4	7.48085	7.54506
2901	S	full	3	CROWLEY POLICE DEPT	Crowley	TX	76036	23	23	0	10	3	33	3	2	0	0	0	0	0	0	0	0	0	0	0	19	1	3	 	 	 	 	 	2000000	1	500	0	0	1	4	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	656	640	40	21	0	1	0	0	1	0	0	20	3	23	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	57000	70000	39000	43000	31000	33000	1	1	1	0	1	1	0	0	0	1	0	0	0	 	0	0	1	0	8888	0	1	1	19	0	0	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	0	0	0	1	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	2	2	0	0	0	0	1	1	0	0	1	8	0	0	0	8888	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	8	0	0	1	1	1	1	0	1	1	1	0	0	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	3	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	TX22006	10043066	11618	4	7.48085	7.54506
2963	S	full	3	LOCKHART POLICE DEPARTMENT	Lockhart	TX	78644	24	24	0	9	0	33	0	0	3	0	0	0	0	0	0	0	0	0	0	23	0	1	 	 	 	 	 	2002928	 	2000	0	0	1	4	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	600	480	20	21	0	3	0	0	0	0	0	24	0	24	 	 	 	 	 	 	 	 	1	0	0	1	0	0	0	0	0	0	57720	57720	37752	43160	33500	37000	1	1	1	1	1	1	0	0	0	0	0	0	0	 	0	0	1	0	8888	0	0	0	8888	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	0	0	0	0	1	0	0	0	0	 	0	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	0	3	1	0	0	0	2	0	8	8	1	10	0	0	0	8888	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	TX02801	10043359	13946	3	5.14919	5.21224
2876	S	full	3	ANSON POLICE DEPARTMENT	Anson	TX	79501	4	2	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	 	 	 	 	 	140000	1	17000	0	0	 	4	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	480	40	0	2	0	0	0	0	0	0	0	2	0	2	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	1	40300	40300	999999	999999	23400	999999	1	1	0	1	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	0	1	0	 	0	888	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	0	0	0	1	1	1	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	8888	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	TX12701	10042921	2364	6	20.03537	20.29005
2943	S	full	3	HURST POLICE DEPARTMENT	Hurst	TX	76054	72	72	0	48	12	120	12	0	0	0	0	0	0	1	0	0	0	0	0	40	5	2	 	 	 	 	 	14000000	1	2000	0	0	1	3	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	880	760	40	67	2	2	0	0	0	1	0	61	11	72	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	0	0	129000	129000	72945	72945	54787	59987	1	1	1	1	1	0	0	0	0	0	0	0	0	 	1	3	1	1	40	1	1	1	36	0	0	0	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	4	11	4	0	0	0	0	1	0	0	1	20	0	0	0	8888	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	23	0	1	1	0	1	1	0	0	1	0	0	 	3	 	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX22016	10043251	38452	1	2.20737	2.21759
2882	S	full	3	BOERNE POLICE DEPT	Boerne	TX	78006	26	26	0	15	0	41	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	3	 	 	 	 	 	2828878	 	6000	0	0	1	3	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	720	440	20	16	0	9	1	0	0	0	0	26	0	26	 	 	 	 	 	 	 	 	0	0	1	0	1	0	0	0	0	0	80323	110635	56825	70948	38292	55432	2	0	0	1	1	0	1	0	0	0	1	0	0	 	0	3	1	1	19	1	0	1	19	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	0	0	1	0	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	0	1	0	0	1	0	1	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	0	5	0	0	0	0	0	1	0	0	1	14	0	0	0	8888	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	14	0	0	1	1	0	1	1	0	0	1	0	0	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	TX13001	10042965	9090	3	5.14919	5.21224
2925	S	full	3	GREENVILLE POLICE DEPARTMENT	Greenville	TX	75401	53	48	0	18	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	2	 	 	 	 	 	5351060	 	14800	0	0	1	4	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	840	720	48	47	0	1	0	0	0	0	0	45	3	48	 	 	 	 	 	 	 	 	1	0	0	0	0	1	1	0	0	0	79231	110925	56548	62341	41983	53859	1	1	0	1	1	0	0	0	0	0	0	0	0	 	1	3	0	0	8888	1	0	0	8888	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	1	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	2	0	0	1	1	0	0	0	0	 	1	1	PEPPERBALL GUN	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	5	9	4	0	0	0	0	1	1	0	1	27	0	0	0	8888	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	34	1	1	1	1	1	0	1	1	0	1	VIEW INHOUSE RECORDS INCLUDING MUGSHOTS	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	TX11603	10043195	26130	2	3.49048	3.53964
