ORI7	ORI9	SHERIFF_FLAG	TYPE	TRIBALPD	COUNTYPD	AGENCYID	BJS_AGENCYNAME	CITY	STATENAME	STATECODE	ZIPCODE	POP2012	SAMPLETYPE_FINAL	STRATCODE	FTSWORN	FTCIV	PTSWORN	PTCIV	PERS_PDSW_MFT	PERS_PDSW_MPT	PERS_PDSW_FFT	PERS_PDSW_FPT	PERS_FTS_WHT	PERS_FTS_BLK	PERS_FTS_HSP	PERS_FTS_IND	PERS_FTS_ASN	PERS_FTS_HAW	PERS_FTS_TWO	PERS_FTS_UNK	PERS_FTS_RACETOT	PERS_RESP_PATRL	PERS_RESP_INVST	PERS_RESP_JAIL	PERS_RESP_CRT	PERS_RESP_OTHR	PERS_SUP_CHF_M	PERS_SUP_CHF_F	PERS_SUP_INTM_M	PERS_SUP_INTM_F	PERS_SUP_SGT_M	PERS_SUP_SGT_F	PERS_SSW_FT	PERS_SSW_PT	PERS_UPSW	PERS_DUT_NONE	PERS_DUT_ADMN	PERS_DUT_CLN	PERS_DUT_LGL	PERS_DUT_ACCT	PERS_DUT_FSCI	PERS_DUT_RSRCH	PERS_DUT_HR	PERS_DUT_IT	PERS_DUT_VM	PERS_DUT_CD	PERS_DUT_CRT	PERS_DUT_JAIL	PERS_DUT_OTHR	PERS_DUT_SPEC	PAY_SAL_EXC_MIN	PAY_SAL_EXC_MAX	PAY_SAL_SGT_MIN	PAY_SAL_SGT_MAX	PAY_SAL_OFCR_MIN	PAY_SAL_OFCR_MAX	PAY_INCT_EDU	PAY_INCT_VOC	PAY_INCT_LANG	PAY_INCT_SPCL	PAY_INCT_HZRD	PAY_INCT_SD	PAY_INCT_RINC	PAY_INCT_MRT	PAY_INCT_OTHR	PAY_INCT_SPEC	PAY_OUT	PAY_RST_NO	PAY_RST_HRS	PAY_RST_TYPE	PAY_RST_OTHR	PAY_RST_SPEC	PAY_BARG	PAY_SBARG	PAY_RMB_TUIT	PAY_RMB_UNF	PAY_RMB_ARMR	PAY_RMB_SFTY	PAY_RMB_FIRE	PAY_OVER_SW	PAY_OVER_NSW	PAY_FUNC_CRT	PAY_FUNC_SHFT	PAY_FUNC_PTRL	PAY_FUNC_INVS	PAY_FUNC_ADMN	PAY_FUNC_EMRG	PAY_FUNC_EVNT	PAY_FUNC_OTHR	PAY_FUNC_SPEC	PAY_LMT	PAY_VEH_MRK	PAY_VEH_UMRK	HIR_FRZ	HIR_MTH_SW10	HIR_MTH_SW11	HIR_MTH_SW12	HIR_MTH_NSW10	HIR_MTH_NSW11	HIR_MTH_NSW12	HIR_NBR	HIR_NBR_DRCT_FT	HIR_NBR_DRCT_PT	HIR_NBR_PRE_FT	HIR_NBR_PRE_PT	HIR_NBR_LAT_FT	HIR_NBR_LAT_PT	HIR_NBR_TFT	HIR_NBR_TPT	HIR_TRN_NO_L	HIR_TRN_NO_P	HIR_TRN_CRS_L	HIR_TRN_CRS_P	HIR_TRN_FLD_L	HIR_TRN_FLD_P	HIR_TRN_DIR_L	HIR_TRN_DIR_P	HIR_TRN_OLATS	HIR_TRN_OPRES	HIR_NSWT_NO	HIR_NSWT_VAR_FT	HIR_NSWT_VAR_PT	HIR_EDU_NO	HIR_EDU_HS	HIR_EDU_SCOL	HIR_EDU_AD	HIR_EDU_BD	HIR_EDU_OTHR	HIR_EDU_SPEC	HIR_MIL	HIR_BD_VAR	HIR_RTR_DB	HIR_RTR_DC	HIR_RTR_SS	HIR_RTR_OTHR	HIR_RTR_SPEC	HIR_SEP_NMED	HIR_SEP_MED	HIR_SEP_VOL	HIR_SEP_LAYOFF	HIR_SEP_DIS	HIR_SEP_OTHR	HIR_SEP_TTL	HIR_SEPNS_LAYOFF	HIR_SEPNS_OTHR	HIR_SEPNS_TTL	BDGT_MNTH	BDGT_TTL	BDGT_TTL_EST	BDGT_SRC_MNC	BDGT_SRC_CNTY	BDGT_SRC_STATE	BDGT_SRC_FED	BDGT_SRC_CONT	BDGT_SRC_ASST	BDGT_SRC_FEE	BDGT_SRC_OTHR	BDGT_SRC_SPEC	BDGT_RED	BDGT_PCT_SW	BDGT_PCT_NSW	BDGT_FUR	BDGT_FUR2_SW10	BDGT_FUR2_SW11	BDGT_FUR2_SW12	BDGT_FUR2_NSW10	BDGT_FUR2_NSW11	BDGT_FUR2_NSW12	COM_MIS	COM_TRN_REC	COM_TRN_INSRV	COM_SARA	COM_NSARA	COM_COL	COM_PTNR	COM_BT	COM_NBT	COM_SURV	TECH_TYP_GUN	TECH_TYP_LIC	TECH_TYP_SMRT	TECH_TYP_VPUB	TECH_TYP_VVEH	TECH_TYP_VPAT	TECH_TYP_VWPN	TECH_TYP_VOTHR	TECH_EAC_MREC	TECH_EAC_DREC	TECH_EAC_CRIM	TECH_EAC_WARR	TECH_EAC_PROT	TECH_EAC_ADRS	TECH_CIR	TECH_CIR_SPEC	TECH_CRS	TECH_CREC_INC	TECH_CREC_SUM	TECH_CREC_NAR	TECH_CREC_OTHR	TECH_CREC_SPEC	TECH_REC_NAR	TECH_REC_CODE	TECH_REC_STAT	TECH_REC_VIC	TECH_REC_SUS	TECH_REC_LOC	TECH_REC_GEO	TECH_REC_DATE	TECH_WHO_NO	TECH_WHO_STAFF	TECH_WHO_EXTR	TECH_MANY_FTS	TECH_MANY_PTS	TECH_MANY_FTNS	TECH_MANY_PTNS	TECH_OUT_LAW	TECH_OUT_GOV	TECH_OUT_UNIV	TECH_OUT_VEND	TECH_OUT_OTHR	TECH_OUT_OTHR_SPEC	TECH_WEB_NONE	TECH_WEB_JUR	TECH_WEB_BEAT	TECH_WEB_MAP	TECH_WEB_OFFND	TECH_WEB_OTHR	TECH_WEB_SPEC	TECH_PUBL_REP	TECH_PUBL_ASK	TECH_PUBL_FILE	TECH_PUBL_OTHR	TECH_PUBL_SPEC	TECH_REPT	TECH_RECV	TECH_MEDIA_TW	TECH_MEDIA_FB	TECH_MEDIA_BLOG	TECH_MEDIA_YTBE	TECH_MEDIA_MASS	TECH_MEDIA_OTHR	TECH_MEDIA_SPEC	VEH_OPRT_MK	VEH_OPRT_UNMK	VEH_TYP_MTR	VEH_TYP_ATV	VEH_TYP_AIR	VEH_TYP_HCOP	VEH_TYP_BOAT	VEH_TYP_DRONE	VEH_TYP_OTHR	VEH_TYP_SPEC	VEH_WPUR	VEH_WPUR_SPEC	VEH_DOC	VEH_DOC_SPEC	VEH_NPUR	VEH_NPUR_EST	VEH_NPUR_UNK	VEH_REST_NO	VEH_REST_ALN	VEH_REST_VISL	VEH_REST_SEPR	VEH_REST_RADIO	VEH_REST_ARM	VEH_REST_OTHR	VEH_REST_SPEC	VEH_CNTN	SAFE_AUTH_HGN	SAFE_AUTH_RFL	SAFE_AUTH_SGN	SAFE_AUTH_BTN	SAFE_AUTH_IMP	SAFE_AUTH_SOFT	SAFE_AUTH_SPRAY	SAFE_AUTH_CHEM	SAFE_AUTH_TASR	SAFE_AUTH_NECK	SAFE_AUTH_TKDWN	SAFE_AUTH_OHAND	SAFE_AUTH_CHAND	SAFE_AUTH_LEG	SAFE_DOC_DISF	SAFE_DOC_DCHF	SAFE_DOC_BAT	SAFE_DOC_IMP	SAFE_DOC_SOFT	SAFE_DOC_SPRAY	SAFE_DOC_CHEM	SAFE_DOC_DIST	SAFE_DOC_DCHT	SAFE_DOC_NECK	SAFE_DOC_TKDWN	SAFE_DOC_OHAND	SAFE_DOC_CHAND	SAFE_DOC_LEG	SAFE_FINC	SAFE_FINC_SPEC	NO_RECORD_FORCE	SAFE_FRC_INC	SAFE_FRC_OFFC	SAFE_FRC_OTHR	SAFE_FRC_SPEC	SAFE_FTTL	SAFE_FTTL_EST	SAFE_FTTL_UNK	SAFE_SEPR	SAFE_SEPR_EST	SAFE_SEPR_UNK	SAFE_ARMR	SAFE_ARMR_OTHRS	SAFE_RQUR_ACC	SAFE_RQUR_RSK	SAFE_RQUR_ALL	SAFE_RQUR_CSTM	SAFE_RQUR_TRN	SAFE_RQUR_COMP	SAFE_RQUR_BLST	NO_BODY_ARMOR	SAFE_PAY_DPT	SAFE_PAY_IND	SAFE_PAY_GRNT	SAFE_PAY_OTHR	SAFE_PAY_SPEC	ISSU_ADDR_BIAS	ISSU_ADDR_BOMB	ISSU_ADDR_ABSE	ISSU_ADDR_CYBR	ISSU_ADDR_DPV	ISSU_ADDR_TERR	ISSU_ADDR_TRAF	ISSU_ADDR_DUI	ISSU_ADDR_JUV	ISSU_ADDR_GANG	ISSU_ADDR_REEN	ISSU_ADDR_FUG	ISSU_ADDR_VIC	ISSU_ADDR_SWAT	ISSU_SPEC	ISSU_MULTI	ISSU_TASK_SWAT	ISSU_TASK_DRUG	ISSU_TASK_GANG	ISSU_TASK_TRAF	ISSU_TASK_OTHR	ISSU_TASK_SPEC	BASEWT	NRADJUST	FINALWT
MI39139	MI3913900	0	2	 	 	MI077-1435	KALAMAZOO COUNTY SHERIFFS DEPT	Kalamazoo	Michigan	MI	49048	254580	SR- Sheriff	201	131	63	11	0	114	10	17	1	113	7	0	0	1	0	0	10	131	61	7	38	14	11	1	0	7	2	14	2	0	0	96	2	1	2	2	1	1	2	2	2	2	1	1	1	2	 	107000	107000	51334	73444	44553	63294	1	2	2	2	2	1	2	2	1	Longevity Compensation	1	2	2	1	1	Work Cannot Interfere With Officer Duties	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 	2	3	2	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	2	2	1	2	1	2	2	2	 	 	2	14	4	2	2	1	2	2	2	 	1	-8	2	1	2	2	 	4	0	2	0	1	0	7	0	2	2	1	24000000	1	2	1	1	2	1	2	1	2	 	1	 	 	2	-8	-8	-8	-8	-8	-8	3	-8	4	2	-8	2	1	1	13	2	1	2	1	2	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	 	 	 	 	 	 	 	2	1	2	1	Crime Prevention	1	1	2	2	2	2	1	2	 	29	30	2	1	2	2	1	2	2	 	3	 	4	 	26	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	2	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	-8	1	1	1	-8	1	 	2	1	2	2	 	270	2	2	-8	 	 	2	 	1	1	1	1	1	1	2	2	1	2	1	2	 	3	4	3	3	3	2	4	3	3	4	4	4	5	2	2	1	1	1	2	2	2	 	1.054	1.286	1.357
MIDI050	MIDI05000	 	1	1	2	MI013-1393	KEWEENAW BAY TRIBAL POLICE DEPT	Baraga	Michigan	MI	49908	3159	Local- 10 to 24	104	12	1	2	0	9	2	3	0	2	1	0	9	0	0	0	0	12	4	4	0	4	0	1	0	1	0	3	1	1	 	0	2	1	2	2	2	2	2	2	2	2	2	2	2	1	Sex Offender Registration	63794	63794	44720	44720	30194	30194	2	2	2	1	2	2	2	2	2	 	2	-8	-8	-8	-8	 	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	 	2	2	3	2	-8	-8	-8	-8	-8	-8	2	1	0	0	0	0	2	1	2	1	2	2	2	2	2	1	2	 	 	2	 	 	2	1	2	2	2	2	 	1	2	2	1	2	2	 	0	0	0	0	0	0	0	0	0	0	1	1235122	2	2	2	2	1	1	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	3	2	1	9	2	2	2	0	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	1	1	0	0	0	2	1	2	2	2	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	2	2	2	1	2	1	2	2	 	11	0	2	1	2	2	1	2	2	 	3	 	4	 	-9	 	 	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	1	1	-8	1	1	-8	-8	1	-8	2	1	-8	1	1	1	1	 	 	2	2	1	2	 	-8	 	 	5	1	2	2	 	1	2	1	1	2	2	1	2	1	2	1	2	 	5	5	3	3	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	6.26	1.138	7.123
MI27967	MI2796700	 	1	1	2	MI053-1417	LAC VIEUX DESERT TRIBAL POLICE DEPT	Watersmeet	Michigan	MI	49969	426	Local- 5 to 9	105	8	2	0	0	8	0	0	0	6	0	0	2	0	0	0	0	8	8	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	1	2	2	2	2	2	2	2	1	2	1	2	 	64700	64700	47840	55600	35440	47690	2	2	2	2	2	2	2	2	2	 	2	-8	-8	-8	-8	 	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	3	3	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	MCOLES	MCOLES	2	1	0	2	1	2	2	2	2	 	1	0	1	2	2	2	 	0	1	0	0	0	0	1	0	1	1	1	699371	2	2	2	2	1	1	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	1	2	-8	1	1	1	8	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	 	0	2	0	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	1	2	2	2	2	2	2	2	 	6	0	2	2	2	2	2	2	2	 	2	 	2	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	2	1	2	 	-8	 	 	-9	 	1	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	5	4	4	4	5	5	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
MI33519	MI3351900	 	1	2	2	MI065-1426	LANSING POLICE DEPT	Lansing	Michigan	MI	48933	109266	Local - SR	101	189	30	0	0	145	0	44	0	149	20	13	1	6	0	0	0	189	123	24	6	3	33	1	0	7	2	23	3	0	0	0	2	1	1	1	1	2	1	1	1	1	1	1	1	2	 	96000	98000	66037	70093	40369	47869	1	2	2	2	2	1	2	2	1	Detective Compensation	1	2	2	1	1	Department/Jurisdiction Approval Required	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	 	1	3	2	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	2	2	2	2	1	1	1	1	complete MCOLES dertification	be MCOLES certifiable	1	0	0	2	1	2	2	2	2	 	2	0	1	1	2	2	 	6	3	2	0	0	1	12	0	52	52	7	33513551	2	1	2	2	2	2	2	2	2	 	2	-8	-8	1	0	0	0	18	16	14	3	-8	2	1	100	1	1	1	56	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	1	3	0	1	1	1	2	2	1	2	 	2	1	1	1	2	2	 	1	1	1	2	 	1	1	1	2	2	2	1	2	 	53	63	1	1	2	2	1	2	2	 	3	 	4	 	29	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	3	3	3	1	1	1	1	3	1	1	1	3	1	1	-8	1	1	1	1	1	1	1	1	1	1	1	2	 	2	1	1	1	Also entered in Internal Affairs software	269	2	2	269	2	2	2	 	1	1	1	2	1	2	2	2	1	2	1	2	 	1	4	1	1	1	3	3	3	1	3	4	4	4	1	6	1	1	1	1	2	2	 	1.046	1.098	1.148
MI82534	MI8253400	 	1	2	2	MI163-1498	LINCOLN PARK POLICE DEPT	Lincoln Park	Michigan	MI	48146	37478	Local- 50 to 99	102	45	12	0	2	43	0	2	0	44	0	0	1	0	0	0	0	45	36	9	0	0	0	1	0	1	0	10	0	0	 	8	2	1	1	2	2	2	2	2	2	2	2	2	1	1	Code Compliance/Enforcement	75000	75000	58592	63919	40985	40985	1	1	2	1	2	1	2	2	2	 	1	1	2	2	2	 	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	 	1	2	2	1	0	0	0	0	0	0	2	 	 	 	 	 	 	 	 	2	2	2	2	2	2	1	1	 	 	1	0	0	2	2	2	1	2	2	 	1	0	2	2	2	2	 	4	0	0	0	0	0	4	 	 	 	7	8086450	1	1	2	2	2	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	3	4	2	-8	2	2	2	0	2	2	2	2	2	1	1	2	2	1	1	2	1	1	1	4	 	1	1	2	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	0	1	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	2	2	2	 	1	1	2	2	2	2	2	2	 	19	13	2	2	2	2	2	2	2	 	3	 	4	 	12	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	3	1	3	1	3	1	1	1	3	2	2	2	2	-8	2	-8	1	1	-8	1	1	1	-8	1	 	2	1	1	2	 	24	2	2	32	1	2	3	 	 	 	 	 	 	 	 	2	2	1	1	2	 	4	3	1	3	3	4	4	3	3	1	5	3	3	3	2	2	-8	-8	-8	-8	-8	 	2.572	1.095	2.817
MI82538	MI8253800	 	1	2	2	MI163-1499	LIVONIA POLICE DEPT	Livonia	Michigan	MI	48154	95586	Local - SR	101	124	37	0	0	116	0	8	0	121	1	0	0	0	0	0	2	124	71	32	0	1	20	1	0	10	0	25	0	0	0	0	2	1	2	2	2	1	1	2	1	1	1	1	1	2	 	100880	117998	74048	80579	47008	62691	1	1	2	1	2	2	2	2	2	 	1	2	1	1	1	Proof of Insurance Required	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	1	3	2	1	12	8	0	12	8	0	2	0	0	13	0	4	0	17	0	2	2	2	2	2	2	1	1	 	 	2	10	0	2	2	2	1	2	2	 	2	4	2	1	1	1	 	16	1	2	0	1	0	20	1	3	4	12	21271540	2	1	2	2	2	2	1	2	2	 	1	5	5	1	0	0	0	0	0	10	3	1	3	2	-8	1	2	1	15	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	1	patrol logs	1	1	1	1	1	1	2	1	2	1	1	2	0	0	0	 	 	 	 	 	 	2	1	1	1	2	2	 	2	1	2	2	 	2	1	2	1	2	2	1	2	 	17	0	1	2	2	2	2	2	2	 	3	 	2	 	17	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	-8	1	1	1	1	1	 	2	1	2	2	 	79	2	2	-8	 	 	2	 	2	2	1	1	1	1	1	2	1	2	1	2	 	3	4	1	1	1	1	4	1	1	1	1	1	3	2	5	1	1	1	2	2	1	Computer Forensics, Fugitive Apprehension	1.046	1.098	1.148
MI50150	MI5015000	0	2	 	 	MI099-1455	MACOMB COUNTY SHERIFFS DEPT	Mount Clemens	Michigan	MI	48043	847383	SR- Sheriff	201	232	229	0	0	209	0	23	0	0	0	0	0	0	0	0	232	232	185	38	9	0	0	1	0	14	2	29	5	0	0	262	2	1	1	2	1	2	2	2	2	1	1	2	1	2	 	106913	106913	68189	72619	45247	57746	1	2	2	2	1	1	2	2	2	 	1	2	2	2	1	Work Cannot Interfere With Officer Duties	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	 	 	2	15	0	2	2	2	1	2	2	 	2	0	1	2	1	2	 	2	0	1	0	1	0	4	0	17	17	1	62625350	2	1	2	1	1	1	1	2	2	 	2	-8	-8	1	232	232	232	0	0	0	3	4	4	2	-8	2	2	1	63	2	2	1	2	1	1	2	2	2	1	1	1	1	1	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	8	0	3	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	1	1	2	2	 	1	2	2	1	2	1	2	2	 	74	66	1	1	1	1	1	2	2	 	3	 	4	 	15	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	2	1	1	3	2	1	3	2	3	1	1	1	3	-8	1	1	-8	1	-8	-8	-8	1	-8	1	2	1	-8	1	 	2	1	1	2	 	76	1	2	38	1	2	2	 	1	2	1	1	1	2	2	2	1	1	1	1	Officer can upgrade or pay partially	3	5	3	1	3	4	4	1	1	4	1	1	4	1	6	1	1	1	2	2	1	Automobile Theft	1.054	1.286	1.357
MI46935	MI4693500	 	1	2	2	MI091-1443	MADISON TWP POLICE DEPT	Adrian	Michigan	MI	49221	20842	Local- 2 to 4	106	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	52500	53000	 	 	37440	39520	2	2	2	2	2	2	2	2	2	 	1	2	2	2	2	 	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	1	2	 	2	3	3	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	1	0	1	0	1	2	2	2	2	2	2	2	 	 	1	0	0	2	1	2	2	2	2	 	1	1	1	2	1	2	 	0	1	0	0	0	0	1	0	0	0	1	265000	1	2	2	2	2	2	2	2	1	Municipal Governments	2	-8	-8	2	0	0	0	0	0	0	2	4	4	2	-8	2	2	2	0	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	2	2	2	1	2	2	2	2	 	3	0	2	2	2	2	2	2	2	 	3	 	1	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	3	3	3	1	3	1	3	1	1	1	3	1	1	-8	-8	-8	1	-8	2	1	-8	1	1	1	-8	1	 	1	-8	-8	-8	 	-8	 	 	-8	 	 	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	5	5	5	5	5	5	4	4	4	5	5	5	5	5	 	2	-8	-8	-8	-8	-8	 	14.611	1.139	16.646
MI82572	MI8257200	 	1	2	2	MI163-1497	MELVINDALE POLICE DEPT	Melvindale	Michigan	MI	48122	10525	Local- 10 to 24	104	24	2	0	0	23	0	1	0	21	0	2	0	0	0	1	0	24	20	3	0	0	1	1	0	4	0	3	0	0	0	0	2	1	2	2	2	2	2	2	2	2	2	2	2	1	motor carrier/animal control	77910	77910	 	 	 	 	2	2	2	1	2	1	2	2	2	 	1	2	2	2	1	No Security Work	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	3	2	2	-8	-8	-8	-8	-8	-8	2	0	0	8	0	3	0	11	0	2	2	2	2	2	2	1	1	 	 	1	0	0	2	2	2	1	2	2	 	2	3	2	1	1	2	 	1	0	5	0	0	0	6	0	0	0	1	1700000	1	1	2	2	1	2	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	3	3	3	1	1	2	2	1	15	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	2	2	 	 	 	 	-8	-8	-8	-8	-8	 	2	1	2	2	2	2	 	2	2	2	2	 	2	1	2	1	2	2	1	2	 	8	5	1	2	2	2	2	2	2	 	3	 	4	 	2	2	2	2	2	2	2	2	2	2	 	2	1	1	1	1	1	3	1	3	1	3	1	1	1	1	1	1	1	1	-8	1	-8	1	1	-8	1	1	1	1	2	 	2	1	2	2	 	-9	 	1	-8	 	 	4	 	2	2	1	1	1	1	1	2	1	2	1	1	Asset Forfeiture	4	4	4	4	4	4	3	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	6.26	1.138	7.123
MI44578	MI4457800	 	1	2	2	MI087-1441	METAMORA POLICE DEPT	Metamora	Michigan	MI	48455	566	Local- 5 to 9	105	4	0	6	1	3	6	1	0	4	0	0	0	0	0	0	0	4	2	1	0	1	0	1	0	0	0	1	0	0	0	6	2	1	2	2	1	2	1	2	2	2	1	2	2	2	 	55848	55848	52457	52457	50003	50003	2	2	2	2	2	2	2	2	2	 	1	 	 	 	 	 	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	Holiday pay	2	3	2	2	-8	-8	-8	-8	-8	-8	2	0	0	0	1	0	1	0	2	1	1	2	2	2	2	2	2	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	1	2	2	 	1	0	0	0	0	0	1	0	0	0	4	506957	1	2	2	2	2	2	1	2	1	millage	2	-8	-8	2	0	0	0	0	0	0	1	-8	2	2	-8	2	2	2	0	2	2	2	1	2	1	1	2	2	1	1	2	1	1	1	2	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	 	 	2	1	2	2	2	2	 	4	1	2	2	2	2	2	2	2	 	3	 	4	 	-9	 	1	1	-8	-8	-8	-8	-8	-8	 	-8	1	3	1	3	3	3	1	3	1	3	1	1	1	1	2	1	-8	-8	-8	1	-8	2	1	-8	1	1	1	1	4	 	2	1	2	2	 	5	1	2	-8	 	 	2	 	2	2	1	2	2	2	1	2	1	2	1	2	 	5	4	3	4	1	5	5	1	1	5	5	1	5	5	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
MI33001	MI3300100	 	3	2	2	MI065-1427	Michigan State Police	Lansing	Michigan	MI	48909	9865946	State - SR	301	1683	794	0	13	1501	0	182	0	1393	114	44	27	8	0	0	97	1683	1081	153	0	0	0	0	1	161	26	357	57	0	0	0	2	1	2	1	1	1	1	1	2	1	1	2	2	2	 	117708	163160	68910	75608	43867	65478	2	2	2	1	1	1	2	1	2	 	2	-8	-8	-8	-8	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	133	0	4	0	0	0	137	0	1	1	2	2	2	2	2	2	 	 	2	95	5	2	1	2	2	2	2	 	2	69	1	1	2	2	 	58	1	29	0	2	9	99	0	39	39	10	577982700	2	1	1	1	1	1	1	1	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	1	3	1	350	1	1	2	-8	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	25	0	25	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	1	1	2	 	2	1	1	1	1	1	2	2	 	972	896	1	2	1	1	1	2	2	 	2	 	2	 	836	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	2	2	1	2	2	3	1	1	1	3	2	1	1	1	1	1	1	2	1	-8	1	1	1	-8	1	 	2	1	2	2	 	326	2	2	-8	 	 	2	 	1	1	1	1	1	1	1	2	1	2	2	2	 	5	1	4	5	4	1	3	4	4	4	4	3	5	2	3	1	2	1	1	1	1	Fraud, Tobacco, financial crimes, ID theft	1	1	1
